index,query_id,score,relevant,id,file_id,table_id,model
12,4,0.0,False,2409.08498v1_A1.T12,2409.08498v1,A1.T12,llama3_1
12,5,0.2,False,2409.08498v1_A1.T12,2409.08498v1,A1.T12,llama3_1
12,6,0.0,False,2409.08498v1_A1.T12,2409.08498v1,A1.T12,llama3_1
12,7,0.0,False,2409.08498v1_A1.T12,2409.08498v1,A1.T12,llama3_1
12,8,0.0,False,2409.08498v1_A1.T12,2409.08498v1,A1.T12,llama3_1
12,9,0.0,False,2409.08498v1_A1.T12,2409.08498v1,A1.T12,llama3_1
12,10,0.0,False,2409.08498v1_A1.T12,2409.08498v1,A1.T12,llama3_1
13,1,0.0,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,2,0.0,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,3,0.0,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,4,0.1,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,5,0.2,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,6,0.2,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,7,0.0,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,8,0.0,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,9,0.0,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
13,10,0.0,False,2409.08498v1_A2.T13,2409.08498v1,A2.T13,llama3_1
14,1,0.0,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,2,0.0,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,3,0.0,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,4,0.1,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,5,0.7,True,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,6,0.0,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,7,0.0,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,8,0.0,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,9,0.7,True,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
14,10,0.0,False,2409.08498v1_A2.T14,2409.08498v1,A2.T14,llama3_1
15,1,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,2,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,3,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,4,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,5,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,6,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,7,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,8,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,9,0.1,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
15,10,0.0,False,2409.08933v1_S2.T1,2409.08933v1,S2.T1,llama3_1
16,1,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,2,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,3,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,4,0.1,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,5,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,6,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,7,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,8,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,9,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
16,10,0.0,False,2409.08933v1_S5.T2,2409.08933v1,S5.T2,llama3_1
17,1,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,2,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,3,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,4,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,5,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,6,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,7,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,8,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,9,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
17,10,0.0,False,2409.08933v1_S5.T3,2409.08933v1,S5.T3,llama3_1
18,1,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,2,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,3,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,4,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,5,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,6,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,7,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,8,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,9,0.0,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
18,10,0.2,False,2409.08933v1_S5.T4,2409.08933v1,S5.T4,llama3_1
19,1,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,2,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,3,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,4,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,5,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,6,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,7,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,8,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,9,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
19,10,0.0,False,2409.08933v1_S5.T5,2409.08933v1,S5.T5,llama3_1
20,1,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,2,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,3,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,4,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,5,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,6,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,7,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,8,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,9,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
20,10,0.0,False,2409.08933v1_S5.T6,2409.08933v1,S5.T6,llama3_1
21,1,0.8,True,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,2,0.0,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,3,0.0,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,4,0.0,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,5,0.0,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,6,0.0,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,7,0.0,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,8,0.0,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,9,0.8,True,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
21,10,0.1,False,2406.15319_A1.EGx1,2406.15319,A1.EGx1,llama3_1
22,1,0.8,True,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,2,0.0,False,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,3,0.0,False,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,4,0.0,False,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,5,0.0,False,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,6,0.0,False,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,7,0.0,False,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,8,0.0,False,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,9,0.8,True,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
22,10,0.2,True,2406.15319_A1.EGx2,2406.15319,A1.EGx2,llama3_1
23,1,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,2,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,3,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,4,0.1,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,5,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,6,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,7,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,8,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,9,0.85,True,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
23,10,0.0,False,2406.15319_S3.T1.1.1,2406.15319,S3.T1.1.1,llama3_1
24,1,0.2,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,2,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,3,0.1,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,4,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,5,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,6,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,7,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,8,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,9,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
24,10,0.0,False,2406.15319_S3.T1.1.1.1.1.3.1,2406.15319,S3.T1.1.1.1.1.3.1,llama3_1
25,1,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,2,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,3,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,4,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,5,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,6,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,7,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,8,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,9,0.8,True,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
25,10,0.0,False,2406.15319_S3.T2.1.1,2406.15319,S3.T2.1.1,llama3_1
26,1,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,2,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,3,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,4,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,5,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,6,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,7,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,8,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,9,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
26,10,0.0,False,2406.15319_S3.T3.1.1,2406.15319,S3.T3.1.1,llama3_1
27,1,0.1,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,2,0.0,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,3,0.8,True,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,4,0.2,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,5,0.0,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,6,0.0,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,7,0.0,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,8,0.0,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,9,0.8,True,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
27,10,0.0,False,2406.15319_S3.T4.1,2406.15319,S3.T4.1,llama3_1
28,1,0.7,True,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,2,0.0,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,3,0.1,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,4,0.1,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,5,0.0,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,6,0.0,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,7,0.0,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,8,0.0,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,9,0.8,True,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
28,10,0.0,False,2406.15319_S3.T5.1,2406.15319,S3.T5.1,llama3_1
29,1,0.2,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,2,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,3,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,4,0.2,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,5,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,6,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,7,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,8,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,9,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
29,10,0.0,False,2406.15319_S3.T5.2,2406.15319,S3.T5.2,llama3_1
30,1,0.2,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,2,0.0,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,3,0.2,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,4,0.1,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,5,0.0,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,6,0.0,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,7,0.0,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,8,0.0,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,9,0.8,True,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
30,10,0.0,False,2406.15319_S3.T6.1.1,2406.15319,S3.T6.1.1,llama3_1
