index,query,score,relevant,explanation,keywords
8,6,0.1,False,,[]
8,7,0.1,False,,[]
8,8,0.1,False,,[]
8,9,0.1,False,,[]
8,10,0.1,False,,[]
9,1,0.1,False,The table does not appear to contain graph or visual information.,"['Graph structured', 'visual Question Answering']"
9,2,0.1,False,,[]
9,4,0.1,False,Table content does not appear related to visual question answering systems.,[]
9,6,0.1,False,"Table content does not mention regulatory capture, IA, ML, or machine learning.",[]
9,8,0.1,False,No keywords related to Graph Convolutional Networks or GCN found.,[]
9,9,0.7,True,The table has numerical data that could be visualized.,"['Graph structured', 'visual']"
10,1,0.1,False,The table does not contain visual elements or information about graph structures.,"['Graph structured', 'visual Question Answering']"
10,2,0.1,False,No keywords related to Autonomous Surface Vehicles or Federated Learning found.,[]
10,4,0.1,False,,[]
10,6,0.1,False,"Table content does not seem to relate to Regulatory Capture, IA, ML, or Machine Learning.",[]
10,7,0.1,False,,[]
10,8,0.1,False,,[]
10,9,0.1,False,No visual information or structure present in the table.,[]
10,10,0.1,False,,[]
11,2,0.1,False,,[]
11,3,0.1,False,,[]
11,4,0.1,False,No direct connection to visual question answering applications found.,[]
11,7,0.1,False,,[]
11,8,0.6,True,"The table discusses predicting spatial phenomena, which can involve graph-structured data.","['Graph', 'Predicting']"
11,9,0.1,False,,[]
11,10,0.1,False,The table does not contain information about FL or decentralised systems.,[]
12,1,0.1,False,The table lacks information about graphs or visual question answering.,"['Graph structured', 'visual Question Answering']"
12,2,0.0,False,The table content does not seem related to Autonomous Surface Vehicles or Federated Learning.,[]
12,3,0.1,False,,[]
12,4,0.1,False,,[]
12,5,0.1,False,,[]
12,6,0.1,False,,[]
12,7,0.1,False,,[]
12,8,0.1,False,,[]
12,9,0.7,True,Table likely contains visual data with a graph-like structure.,"['Graph structured', 'visual']"
12,10,0.1,False,,[]
13,1,0.1,False,The table does not contain information about graphs or visual question answering.,"['Graph structured', 'visual Question Answering']"
13,2,0.05,False,,[]
13,3,0.1,False,,[]
13,4,0.1,False,,[]
13,6,0.1,False,,[]
13,7,0.1,False,,[]
13,8,0.1,False,,[]
13,10,0.1,False,,[]
14,1,0.1,False,The table does not contain visual information or discuss graph-based question answering.,"['Graph structured', 'visual Question Answering']"
14,2,0.05,False,No clear connection to Autonomous Surface Vehicles or Federated Learning.,[]
14,3,0.1,False,,[]
14,4,0.1,False,,[]
14,6,0.1,False,"Table content does not appear to relate to regulatory capture, IA/ML or machine learning.",
14,7,0.75,True,,[]
14,8,0.1,False,,[]
14,9,0.1,False,The table appears to be a numerical dataset without visual elements.,[]
15,2,0.0,False,,[]
15,3,0.1,False,,[]
15,4,0.1,False,,[]
15,6,0.1,False,,[]
15,7,0.1,False,,[]
15,8,0.1,False,,[]
15,9,0.1,False,The table does not contain visual information.,[]
15,10,0.1,False,,[]
16,1,0.1,False,"The table appears to contain numerical data and references, not visual or graph-structured information.","['Graph structured', 'visual Question Answering']"
16,2,0.1,False,,[]
16,3,0.6,True,"Table discusses model inferences, potentially related to LLMs.","['Inferences', 'Model']"
16,4,0.1,False,"The table focuses on model inferences for spatial reasoning, not applications of visual question answering systems.",[]
16,5,0.1,False,,[]
16,6,0.6,True,,[]
16,7,0.1,False,,[]
16,9,0.7,True,The table contains inferences which could be visual in nature.,"['Graph structured', 'Inferences']"
16,10,0.1,False,,[]
17,1,0.1,False,The table does not contain visual elements or graph structures.,"['Graph structured', 'visual Question Answering']"
17,2,0.05,False,,[]
17,3,0.1,False,The table content does not seem related to RAG or long-context language models.,[]
17,4,0.1,False,The table content does not appear related to visual question answering applications.,[]
17,6,0.1,False,,[]
17,7,0.1,False,,[]
17,8,0.1,False,No mention of Graph Convolutional Networks or GCN found.,[]
17,9,0.6,True,Tables can be used as structured data for VQA.,"['structured data', 'table']"
17,10,0.1,False,,[]
18,1,0.1,False,"The table focuses on prediction assessment metrics, not visual graph analysis.","['Graph structured', 'visual Question Answering']"
18,2,0.0,False,,[]
18,3,0.1,False,,[]
18,4,0.1,False,"The table focuses on predictive modeling metrics, not visual question answering.",[]
18,5,0.1,False,,[]
18,6,0.1,False,,[]
18,7,0.1,False,,[]
18,8,0.1,False,,[]
18,9,0.1,False,The table lacks visual content and focuses on textual data.,[]
18,10,0.1,False,,[]
19,1,0.1,False,"The table focuses on statistical analysis, not visual graph interpretation.","['Graph structured', 'visual Question Answering']"
19,2,0.0,False,,[]
19,3,0.1,False,,[]
19,4,0.0,False,,[]
19,5,0.1,False,Table content does not mention fairness or social aspects.,[]
19,6,0.1,False,,[]
19,7,0.1,False,,[]
19,8,0.1,False,,[]
20,1,0.1,False,"The table focuses on statistical analysis, not visual data or graph structures.","['Graph structured', 'visual Question Answering']"
20,2,0.0,False,,[]
20,3,0.1,False,,[]
20,4,0.1,False,The table focuses on statistical analysis and does not appear to relate to visual question answering systems.,[]
20,5,0.1,False,,[]
20,6,0.1,False,"Table content does not mention regulatory capture, IA, ML, or machine learning.",[]
20,7,0.1,False,Table content does not appear to relate to segmentation or failure.,[]
20,8,0.1,False,,[]
20,9,0.1,False,The table provides textual information and does not appear visually structured.,[]
20,10,0.1,False,,[]
21,1,0.1,False,The table lacks information about graphs or visual elements.,"['Graph structured', 'visual Question Answering']"
21,3,0.1,False,,[]
21,6,0.1,False,,[]
21,7,0.1,False,"Table content does not contain keywords related to segmentation, SAM, or failure.",[]
21,8,0.1,False,,[]
21,9,0.65,True,Table structure could potentially be used for VQA.,"['Graph structured', 'visual Question Answering']"
21,10,0.1,False,,[]
22,1,0.1,False,"The table focuses on parameter estimation, not visual analysis.","['Graph structured', 'visual Question Answering']"
22,2,0.1,False,,[]
22,3,0.1,False,,[]
22,4,0.1,False,,[]
22,5,0.1,False,,[]
22,7,0.1,False,,[]
22,8,0.1,False,,[]
22,9,0.1,False,,[]
23,1,0.1,False,"The table provides numerical data, not visual graph information.","['Graph structured', 'visual Question Answering']"
23,2,0.0,False,,[]
23,3,0.1,False,,[]
23,4,0.0,False,"Table content is about data fitting and model performance, not visual question answering.",[]
23,5,0.1,False,No explicit mention of fairness or social aspects.,[]
23,6,0.1,False,,[]
23,7,0.1,False,,[]
23,8,0.1,False,The table does not mention Graph Convolutional Networks.,[]
23,9,0.1,False,,[]
24,1,0.1,False,The table focuses on parameter estimation and lacks visual or graph-related content.,"['Graph structured', 'visual Question Answering']"
24,2,0.0,False,Table content is unrelated to Autonomous Surface Vehicles and Federated Learning.,[]
24,3,0.1,False,,[]
24,4,0.1,False,,[]
24,5,0.1,False,"Table focuses on parameter estimation, not fairness or social impact.",[]
24,6,0.1,False,"Table focuses on parameter estimation in a model, not regulatory capture or machine learning.",[]
24,7,0.1,False,,[]
24,8,0.1,False,,[]
24,9,0.1,False,,[]
24,10,0.1,False,Table content does not mention FL or decentralized concepts.,[]
25,1,0.1,False,"The table appears to be textual data, not visually structured.","['Graph structured', 'visual Question Answering']"
25,2,0.1,False,,[]
25,3,0.1,False,,[]
25,5,0.1,False,Table content does not mention fairness or social aspects.,[]
25,7,0.1,False,,[]
25,8,0.1,False,No mentions of Graph Convolutional Networks or GCN found.,[]
25,9,0.1,False,,[]
25,10,0.1,False,,[]
26,1,0.1,False,The table appears to be a descriptive textual representation and not visually structured or related to question answering.,"['Graph structured', 'visual Question Answering']"
26,2,0.1,False,,[]
26,3,0.1,False,,[]
26,4,0.1,False,The table content does not seem related to visual question answering systems.,[]
26,5,0.1,False,,[]
26,6,0.1,False,,[]
26,7,0.1,False,,[]
26,8,0.1,False,,[]
26,9,0.1,False,,[]
26,10,0.1,False,,[]
27,1,0.1,False,"The table focuses on metrics for a resolution model, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
27,2,0.1,False,Table content does not mention Autonomous Surface Vehicles or Federated Learning.,[]
27,3,0.6,True,,[]
27,4,0.1,False,"The table focuses on metrics for a resolution model, not visual question answering applications.",[]
27,5,0.1,False,,[]
27,6,0.1,False,,[]
27,8,0.1,False,,[]
27,9,0.1,False,,[]
27,10,0.1,False,,[]
28,1,0.1,False,The table is text-based and lacks visual or graph elements.,"['Graph structured', 'visual Question Answering']"
28,2,0.1,False,Table focuses on vehicle acceleration and does not mention autonomous surface vehicles or federated learning.,[]
28,3,0.1,False,,[]
28,4,0.1,False,"Table focuses on hyperparameters and acceleration coefficients, not visual question answering.",[]
28,5,0.1,False,"The table focuses on technical details about acceleration coefficients, not social fairness.",[]
28,6,0.1,False,,[]
28,7,0.1,False,,[]
28,9,0.1,False,,[]
28,10,0.1,False,"The table focuses on acceleration coefficients and vehicle speeds, not FL or decentralized systems.",[]
29,1,0.1,False,The table describes parameters of action zones but lacks visual or graph structure.,"['Graph structured', 'visual Question Answering']"
29,2,0.0,False,"The table focuses on action zone parameters, not autonomous vehicles or machine learning.",[]
29,3,0.1,False,,[]
29,4,0.1,False,"The table focuses on parameters of action zones, not visual question answering.",[]
29,5,0.1,False,"Table content focuses on technical parameters, not social fairness.",[]
29,6,0.1,False,,[]
29,7,0.1,False,"Table content does not mention Segmentation, SAM or failure.",[]
29,8,0.1,False,,[]
29,9,0.1,False,The table is textual and lacks visual elements.,[]
29,10,0.1,False,"Table focuses on action zone parameters, not FL or decentralization.",[]
30,1,0.1,False,"Table focuses on numerical data and comparisons, not visual elements.","['Graph structured', 'visual Question Answering']"
30,2,0.1,False,,[]
30,3,0.6,True,"Table discusses Mean Squared Errors (MSE) in different distance ranges, not directly related to RAG or long-context LLMs.",[]
30,4,0.1,False,,[]
30,5,0.1,False,"The table focuses on statistical data about distance and MSE, not fairness or social aspects.",[]
30,6,0.1,False,,[]
30,7,0.1,False,,[]
30,8,0.1,False,"The table focuses on Mean Squared Error in distance calculations, not Graph Convolutional Networks.",
30,9,0.1,False,The table provides numerical data about Mean Squared Error (MSE) at different distances. It lacks visual elements.,[]
30,10,0.1,False,,[]
31,1,0.1,False,"The table focuses on technical comparisons, not visual data interpretation.","['Graph structured', 'visual Question Answering']"
31,2,0.1,False,"The table focuses on machine learning techniques and metrics, not autonomous vehicles or federated learning.",[]
31,3,0.7,True,The table compares various models based on MSE and error.,"['MSE', 'Error', 'Model']"
31,4,0.1,False,"The table focuses on model comparison metrics, not visual question answering applications.",[]
31,6,0.1,False,"Table focuses on comparison of Machine Learning techniques, not regulatory capture.",[]
31,7,0.1,False,"The table focuses on model comparison metrics, not failure analysis in segmentation or SAM.",
31,8,0.1,False,"Table focuses on MSE and error comparison in models, not GCNs.",[]
31,9,0.1,False,"The table provides textual comparison of techniques, not visual data.",[]
31,10,0.1,False,,[]
32,1,0.1,False,"The table focuses on parameters and hyperparameters, not visual or graph-based data.","['Graph structured', 'visual Question Answering']"
32,3,0.6,True,"Table describes parameters and hyperparameters, which could be related to LLM training.",[]
32,4,0.1,False,,[]
32,5,0.1,False,"Table focuses on parameter and hyperparameter values, not fairness or social aspects.",[]
32,6,0.6,True,,[]
32,7,0.1,False,,[]
32,8,0.1,False,,[]
32,10,0.1,False,,[]
33,1,0.1,False,The table focuses on statistical analysis rather than visual or graph-based data.,"['Graph structured', 'visual Question Answering']"
33,2,0.1,False,"The table focuses on path planning and error analysis, not autonomous surface vehicles or federated learning.",[]
33,3,0.1,False,"The table focuses on model performance metrics, not language models or context understanding.",[]
33,4,0.1,False,"The table focuses on path planning and error analysis, not visual question answering.",[]
33,5,0.1,False,No mention of fairness or social aspects in the table.,[]
33,6,0.1,False,"Table focuses on model performance metrics, not regulatory capture or machine learning applications.",[]
33,7,0.1,False,,[]
33,8,0.1,False,,[]
33,10,0.1,False,,[]
34,1,0.1,False,The table presents numerical data and lacks visual or graph structure.,"['Graph structured', 'visual Question Answering']"
34,3,0.6,True,The table presents comparison data which could be relevant to understanding performance of LLMs.,[]
34,4,0.1,False,,[]
34,5,0.1,False,,[]
34,6,0.1,False,,[]
34,7,0.1,False,,[]
34,8,0.1,False,,[]
34,9,0.1,False,"The table presents textual data about Mean Squared Error (MSE) comparisons, not visual information.",[]
34,10,0.1,False,,[]
35,1,0.1,False,"The table presents numerical data, not visual graphs.","['Graph structured', 'visual Question Answering']"
35,2,0.1,False,,[]
35,3,0.1,False,,[]
35,4,0.1,False,,[]
35,5,0.1,False,,[]
35,6,0.1,False,,[]
35,7,0.1,False,"Table focuses on MSE comparisons for different distances, not segmentation or failure analysis.",[]
35,8,0.1,False,,[]
35,9,0.1,False,The table contains textual data and does not appear visually structured.,[]
35,10,0.1,False,,[]
36,1,0.1,False,The table focuses on numerical data and lacks visual elements or structural connections relevant to graph-based VQA.,"['Graph structured', 'visual Question Answering']"
36,2,0.05,False,No direct connection found between autonomous surface vehicles and federated learning in the provided table.,[]
36,3,0.1,False,,[]
36,4,0.1,False,"The table focuses on measurement errors in a spatial context, unrelated to visual question answering.",[]
36,5,0.1,False,"The table focuses on distance-based Mean Squared Errors, not fairness or social aspects.",[]
36,6,0.1,False,The table focuses on comparing Mean Squared Errors for different distances in a specific context. It does not directly relate to regulatory capture or machine learning.,
36,7,0.1,False,,[]
36,8,0.1,False,,[]
36,9,0.1,False,,[]
36,10,0.1,False,,[]
37,1,0.1,False,"The table focuses on statistical comparisons, not visual analysis or graph structures.","['Graph structured', 'visual Question Answering']"
37,2,0.1,False,,[]
37,3,0.1,False,"The table focuses on comparing Machine Learning models, not Long-context LLMs or RAG.",[]
37,4,0.1,False,"The table focuses on path planning and error analysis, not visual question answering.",[]
37,5,0.1,False,,[]
37,6,0.1,False,"The table focuses on path planning and machine learning error metrics, not regulatory capture.",[]
37,7,0.1,False,,[]
37,8,0.1,False,No mention of Graph Convolutional Networks or GCN found.,[]
37,9,0.1,False,"The table describes a comparison of different models, lacking visual elements.",[]
37,10,0.1,False,,[]
38,1,0.1,False,"The table focuses on comparison of models, not visual analysis.","['Graph structured', 'visual Question Answering']"
38,2,0.1,False,,[]
38,3,0.1,False,,[]
38,4,0.1,False,"The table focuses on comparing path planning algorithms, not visual question answering.",[]
38,5,0.1,False,Table focuses on technical metrics and lacks social context.,[]
38,6,0.1,False,"Table focuses on machine learning model performance metrics, not regulatory capture.",[]
38,7,0.1,False,,[]
38,8,0.1,False,,[]
38,9,0.1,False,,[]
38,10,0.1,False,,[]
39,1,0.9,True,Table discusses performance of models for answer generation in VQA.,"['Graph structured', 'visual Question Answering']"
39,2,0.1,False,,[]
39,3,0.8,True,"The table mentions Vcr and direct answer methods, which are related to question answering.","['Vcr', 'direct answer', 'multip']"
39,4,0.85,True,The table shows performance metrics for visual question answering models.,"['visual Question Answering', 'Performance of models']"
39,5,0.1,False,,[]
39,6,0.1,False,"The table focuses on model performance in visual question answering, not regulatory capture or machine learning in a regulatory context.",[]
39,7,0.1,False,,[]
39,8,0.1,False,"The table focuses on visual question answering with various models, not Graph Convolutional Networks.",[]
39,9,0.9,True,The table discusses model performance in Visual Question Answering.,"['VQA', 'direct answer']"
39,10,0.1,False,,[]
40,1,0.1,False,"The table focuses on text-based model evaluation metrics, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
40,2,0.0,False,,[]
40,4,0.1,False,,[]
40,5,0.1,False,,[]
40,6,0.1,False,,[]
40,7,0.1,False,,[]
40,8,0.1,False,,[]
40,10,0.1,False,,[]
41,1,0.1,False,"The table focuses on explanation scores for a model, not visual question answering or graph structures.","['Graph structured', 'visual Question Answering']"
41,2,0.1,False,,[]
41,3,0.7,True,The table discusses model performance on tasks likely requiring long-context understanding.,"['Long-context', 'LLM']"
41,4,0.6,True,Table provides metrics related to model performance on explanations.,"['Explanation scores', 'BLEU']"
41,5,0.1,False,,[]
41,6,0.1,False,,[]
41,7,0.1,False,,[]
41,8,0.1,False,,[]
41,9,0.85,True,,"['visual', 'bleu4']"
41,10,0.1,False,,[]
42,2,0.1,False,,[]
42,3,0.6,True,Table discusses the impact of different modalities on performance.,"['Ablation', 'Modality dependency']"
42,4,0.8,True,The table discusses the impact of different modalities on VQA accuracy.,"['Ablation study', 'modality dependency']"
42,5,0.1,False,"Table focuses on ablation studies for modality dependency in a specific task, not fairness or social impact.",[]
42,6,0.1,False,,[]
42,7,0.1,False,,[]
42,8,0.1,False,,[]
42,10,0.1,False,,[]
43,1,0.1,False,"The table focuses on text-based information about NLG scores, not visual data or question answering.","['Graph structured', 'visual Question Answering']"
43,2,0.0,False,,[]
43,3,0.7,True,Table discusses decoding performance and Ngram scores.,"['Decoding', 'Ngram Scores']"
43,4,0.1,False,,[]
43,5,0.1,False,,[]
43,6,0.1,False,,[]
43,7,0.1,False,,[]
43,8,0.1,False,,[]
43,9,0.1,False,,[]
44,1,0.1,False,"The table focuses on text decoding and NLG scores, not visual data or question answering.","['Graph structured', 'visual Question Answering']"
44,2,0.0,False,,[]
44,3,0.6,True,"Table discusses N-gram scores learned by a language model, which relates to the concept of text understanding in long-context LLMs.",[]
44,4,0.1,False,,[]
44,5,0.1,False,,[]
44,6,0.1,False,,[]
44,7,0.1,False,,[]
44,8,0.1,False,,[]
44,9,0.1,False,,[]
45,1,0.8,True,"Table discusses VQA performance metrics, implying visual question answering.","['Graph structured', 'visual Question Answering']"
45,2,0.1,False,,[]
45,3,0.8,True,The table mentions VQA tasks and models like Vcr.,"['Vcr', 'Vqa', 'mc']"
45,4,0.9,True,Table evaluates performance of VQA models.,"['Vqa', 'mc golve', 'bertscore']"
45,5,0.1,False,No direct mention of fairness or social aspects found.,[]
45,6,0.1,False,"Table content does not mention regulatory capture, IA, ML or machine learning.",[]
45,7,0.1,False,,[]
45,8,0.1,False,,[]
45,9,0.95,True,Table contains VQA results.,"['VQA', 'okvqa']"
45,10,0.1,False,,[]
46,2,0.0,False,,[]
46,3,0.7,True,Table discusses scores of explanations generated by a model.,"['LLM', 'explanations']"
46,4,0.7,True,Table presents scores of explanations for a task likely related to question answering.,"['question answering', 'scores']"
46,5,0.1,False,,[]
46,6,0.1,False,,[]
46,7,0.1,False,,[]
46,8,0.1,False,,[]
46,9,0.8,True,"Table contains scores related to explanation generation, potentially relevant to VQA.","['VQA', 'Scores']"
46,10,0.1,False,,[]
47,2,0.0,False,,[]
47,4,0.85,True,Table discusses human performance on VQA tasks.,['visual Question Answering']
47,5,0.1,False,,[]
47,6,0.1,False,,[]
47,7,0.1,False,,[]
47,8,0.1,False,,[]
47,9,0.95,True,The table presents human performance on VQA tasks.,"['VQA', 'Human performance']"
47,10,0.1,False,,[]
48,1,0.1,False,"The table describes test accuracy, not visual or graph-based data.","['Graph structured', 'visual Question Answering']"
48,3,0.8,True,"The table discusses test accuracy of a method in the context of datasets and devices, potentially relevant to long-context LLMs.",[]
48,4,0.1,False,"The table focuses on test accuracy of a dataset method, not visual question answering applications.",[]
48,5,0.1,False,,[]
48,6,0.1,False,"The table focuses on test accuracy of machine learning models, not regulatory capture.",
48,7,0.1,False,,[]
48,8,0.1,False,,[]
48,9,0.1,False,The table is textual and does not contain visual information.,[]
48,10,0.6,True,Table discusses client test accuracy in decentralised settings.,[]
49,2,0.05,False,,[]
49,4,0.9,True,Table describes characteristics of medical VQA datasets.,"['VQA datasets', 'medical VQA']"
49,5,0.1,False,,[]
49,6,0.1,False,"No explicit mention of regulatory capture, IA/ML, or machine learning.",[]
49,7,0.1,False,,[]
49,8,0.1,False,,[]
49,9,0.9,True,The table provides statistics about VQA datasets.,"['VQA', 'Number of images']"
49,10,0.1,False,,[]
50,2,0.0,False,,[]
50,3,0.7,True,,"['LM fine tuning', 'language model']"
50,4,0.1,False,,[]
50,5,0.1,False,,[]
50,6,0.1,False,,[]
50,7,0.1,False,,[]
50,8,0.1,False,,[]
50,9,0.7,True,The table mentions OVQA which is a task related to visual question answering.,"['OVQA', 'Path']"
50,10,0.1,False,,[]
51,2,0.1,False,,[]
51,3,0.75,True,Table discusses different QA methods including PathVQA.,"['Open set', 'PathVQA']"
51,4,0.8,True,Table compares accuracy of different VQA methods.,"['Open set', 'Accuracy', 'Visual Question Answering']"
51,5,0.1,False,The table focuses on accuracy comparison of different methods in Open set Question Answering.,[]
51,6,0.1,False,,[]
51,7,0.1,False,,[]
51,8,0.1,False,No mention of Graph Convolutional Networks (GCN) or visual Question Answering in the table.,[]
51,9,0.9,True,Table discusses accuracy comparison of visual question answering methods.,"['Open set', 'PathVQA', 'Visual']"
51,10,0.1,False,,[]
52,1,0.8,True,The table mentions PathVQA which is a visual question answering task.,"['PathVQA', 'Visual Question Answering']"
52,2,0.1,False,,[]
52,3,0.7,True,The table discusses different prompt structures for LLMs.,"['Long-context', 'LLM']"
52,4,0.7,True,The table presents metrics for different visual question answering (VQA) models.,"['OVQA', 'PathVQA', 'B1', 'BS', 'F1', 'Acc']"
52,5,0.1,False,,[]
52,6,0.1,False,,[]
52,7,0.1,False,"The table focuses on prompt structures and performance metrics for question answering tasks, not segmentation or failure analysis.",[]
52,8,0.1,False,"Table focuses on text-based question answering, not graph structures.",[]
52,9,0.85,True,Table discusses performance of models on VQA tasks.,"['OVQA', 'PathVQA', 'VQA']"
52,10,0.1,False,,[]
53,1,0.1,False,"The table focuses on textual notations and definitions, not visual graph structures.","['Graph structured', 'visual Question Answering']"
53,2,0.0,False,,[]
53,3,0.1,False,,[]
53,4,0.1,False,The table does not contain information about visual question answering systems.,[]
53,5,0.1,False,The table does not mention fairness or social aspects.,[]
53,6,0.1,False,"Table content does not mention regulatory capture, IA, ML or machine learning.",[]
53,7,0.1,False,,[]
53,8,0.1,False,,[]
53,10,0.0,False,,[]
54,1,0.1,False,"The table describes image classification metrics, not visual question answering on graphs.","['Graph structured', 'visual Question Answering']"
54,2,0.1,False,The table discusses image data and machine learning concepts unrelated to autonomous surface vehicles or federated learning.,[]
54,3,0.1,False,,[]
54,4,0.1,False,"The table focuses on image data analysis, not question answering systems.",[]
54,5,0.1,False,"The table discusses image data and EMD, not social fairness.",[]
54,6,0.1,False,"The table focuses on EMD in image recognition, not regulatory capture or machine learning.",[]
54,7,0.1,False,,[]
54,8,0.1,False,,[]
54,9,0.6,True,"The table discusses image data (CIFAR 10) and EMD, potentially relevant to visual tasks.","['EMD', 'CIFAR 10']"
54,10,0.1,False,,[]
55,1,0.1,False,"The table focuses on image classification accuracy, not visual question answering with graph structures.","['Graph structured', 'visual Question Answering']"
55,2,0.1,False,,[]
55,3,0.8,True,"The table discusses test accuracy of models, relevant to LLMs.","['Large Language Models', 'Long Context']"
55,4,0.1,False,"Table focuses on image classification accuracy, not VQA applications.",[]
55,5,0.1,False,"Table focuses on image classification accuracy, not fairness or social impact.",[]
55,6,0.1,False,,[]
55,7,0.1,False,"The table focuses on image classification accuracy, not segmentation or SAM failure analysis.",[]
55,9,0.7,True,The table presents image dataset names which are often used in visual tasks.,"['CIFAR', 'SVHN', 'PathMNIST', 'DermaMNIST']"
55,10,0.1,False,,[]
56,1,0.1,False,"The table focuses on image classification accuracy, not visual question answering.","['Graph structured', 'visual Question Answering']"
56,2,0.0,False,,[]
56,3,0.6,True,"The table discusses methods and strategies related to image classification, which can be indirectly related to long-context language models used in RAG.",[]
56,4,0.1,False,,[]
56,6,0.1,False,,[]
56,7,0.1,False,,[]
56,8,0.1,False,,[]
56,9,0.1,False,,[]
56,10,0.1,False,,[]
57,1,0.1,False,"The table focuses on image data analysis, not graph-based or visual question answering.","['Graph structured', 'visual Question Answering']"
57,2,0.1,False,"The table focuses on image processing and EMD, not Autonomous Surface Vehicles or Federated Learning.",[]
