,"index, table_id",caption,references
70,S6.T3,Table 3. Link prediction performance on FB15K-237 and WN18RR datasets,"['The performance of GATH is shown in Table 3. When compared with other existing knowledge graph embedding models, GATH can achieve the best performance in most indicators on FB15K-237 and WN18RR datasets. Next, we will conduct a more in-depth analysis of the results shown in Table 3:', 'The performance of GATH is shown in Table 3. When compared with other existing knowledge graph embedding models, GATH can achieve the best performance in most indicators on FB15K-237 and WN18RR datasets. Next, we will conduct a more in-depth analysis of the results shown in Table 3:']"
71,S6.T4,"Table 4. Ablation study. The first line is that the model only uses our decoder for link prediction. The second line is the result of adding an encoder that uses the entity-relation joint attention network. The third line is the complete GATH, with both entity-specific attention network and entity-relation joint attention network added to the encoder.","['Table\xa04 shows the results of our ablation study. Through observation, we find that: (1) The addition of the entity-specific attention network resulted in an increase in most link prediction indicators, which proves the existence of intrinsic interaction features between entities and the effectiveness of the entity-specific attention network. (2) After considering entity-specific attention network, there was a significant improvement in link prediction results on the WN18RR dataset, where Hits@1, Hits@10, and MRR increased by 6.23%, 3%, and 4.04%, respectively. But on the FB15k-237, the increase is small, and even the Hits@3 indicator has decreased. This is because the types and number of relations in WN18RR are small, so the interaction intensity between entities and relations is smaller than that of FB15k-237, and the interaction between entities is highlighted, which finally makes the improvement of link predictors by entity-specific attention networks on WN18RR more obvious.']"
72,S6.T5,Table 5. Link prediction performance on different entity sample sizes,"['Based on the degree of the node, we classify it into Sparse Nodes, Moderate Nodes, and Dense Nodes. Among them, Sparse Nodes is a set of nodes with a degree in the range [0, 100], Moderate Nodes is a set of nodes with a degree in the range (100, 1000], and Dense Nodes is a set of nodes with a degree greater than 1000. We then conduct link prediction tasks on GATH, as well as embedding models: TransE, DistMult, and ConvE, and graph neural network SACN (GCN-based), and MRGAT (GAT-based), which are all classic works or SOTA embedding models in their respective types of models. We report the results in terms of Hits@10 and MRR metrics, as shown in Table 5.', 'After studying Table\xa05, we find that: (1) When the degree of nodes increases, the model performance often improves. (2) On Sparse Nodes, GATH exhibits the best performance. Compared with the state-of-the-art model MRGAT based on GAT, we have introduced feature reduction and entity-specific attention network, making our model perform better on nodes with a lower degree, such as Sparse Nodes and Moderate Nodes. On the one hand, this proves the effectiveness of our work. On the other hand, this indicates that GATH has higher robustness against sparse nodes.']"
73,S6.T6,Table 6. Link prediction performance on different relation sample sizes,"['We choose FB15k-237 as the dataset, which has 237 types of relations. We take the number of triples containing a certain relation in the graph as the degree of the relation. Based on the degree of the relation, we classify it into Sparse Relations, Moderate Relations, and Dense Relations. Among them, Sparse Relations is a set of relations with a degree in the range [0, 200], Moderate Relations is a set of relations with a degree in the range (200, 500], and Dense Relations is a set of relations with a degree greater than 500. The comparison results between GATH and several other baselines are shown in Table\xa06. For each set of relations, we demonstrate Hits@10 And MRR indicators.', 'Through studying Table\xa06, we find that: (1) several models in Table\xa06 include GATH decrease MRR and Hits@10 scores as the degree of the relation increases. (2) Our model achieved optimal performance on all indicators, especially with significant performance improvement in small-degree relations, i.e., Sparse Relations and Moderate Relations. This proves that our strategy of reduced features and weight sharing can effectively model sparse data in KGs.', 'Through studying Table\xa06, we find that: (1) several models in Table\xa06 include GATH decrease MRR and Hits@10 scores as the degree of the relation increases. (2) Our model achieved optimal performance on all indicators, especially with significant performance improvement in small-degree relations, i.e., Sparse Relations and Moderate Relations. This proves that our strategy of reduced features and weight sharing can effectively model sparse data in KGs.']"
74,S6.T7,Table 7. Link prediction utilization on FB15K-237 and WN18RR,"['To compare the training speed and space occupation of the models, we have chosen SACN and MRGAT as the baseline models. SACN is the best-performing GCN-based model in the experiment, and similarly, MRGAT is the optimal GAT-based model. Table\xa07 shows the time required for GATH and the baseline models to train one epoch, as well as the size of each encoder layer during training.', 'By studying Table\xa07, we find that: 1) Compared to the GAT-based baseline—MRGAT, GATH performs better in both model occupation and training time. This indicates the effectiveness of our improvements to the current GAT-based models. We use embedding vectors instead of matrices to represent relations, significantly reducing model occupation and improving training efficiency. 2) SACN uses static weights to represent relations. Although it uses fewer training resources, its performance in link prediction is much lower compared to MRGAT and GATH.']"
75,S5.T1,"Table 1: Test accuracy (%) on both image and text datasets, where each client selects R𝑅R layers for fine-tuning. The best results are highlighted in bold.","['We first consider clients with identical computational resources, i.e., clients select the same number of layers (Ri=R,∀i∈𝒩formulae-sequencesubscript𝑅𝑖𝑅for-all𝑖𝒩R_{i}=R,\\forall i\\in\\mathcal{N}) for fine-tuning. The experimental results are shown in\xa0Table\xa01.\nFrom the model performance (accuracy) on the CIFAR-10 and DomainNet datasets, we observe that the proposed strategy demonstrates notable superiority over partial layer fine-tuning baselines.\nSpecifically, fine-tuning only one layer of the CLIP model achieves comparable performance with tuning the entire model, since the CLIP model is sufficiently powerful to extract useful features and thus requires less training on task-specific data.\nThis also reveals that selective layer fine-tuning well meets the performance requirement within the resources of clients.']"
76,S5.T2,"Table 2: Test accuracy (%) on both image and text datasets, where clients have different resources (Ri∈[1,4]subscript𝑅𝑖14R_{i}\in[1,4]). The best results are highlighted in bold.",[]
77,A3.SS0.SSS0.Px4.tab1,,"['These findings highlight that the layer selection strategy that minimizes both terms can achieve better convergence of the global model.\nHowever, minimizing these two terms simultaneously may lead to contradictory selection decisions.\nMoreover, the optimal solution for minimizing the sum of ℰt,1+ℰt,2subscriptℰ𝑡1subscriptℰ𝑡2\\mathcal{E}_{t,1}+\\mathcal{E}_{t,2} is inaccessible, since the ground-truth values are intractable in practice.\nTo resolve these challenges, in the next subsection, we propose a strategy to adaptively select layers for clients and promote the learning performance of the global model.', 'We first consider clients with identical computational resources, i.e., clients select the same number of layers (Ri=R,∀i∈𝒩formulae-sequencesubscript𝑅𝑖𝑅for-all𝑖𝒩R_{i}=R,\\forall i\\in\\mathcal{N}) for fine-tuning. The experimental results are shown in\xa0Table\xa01.\nFrom the model performance (accuracy) on the CIFAR-10 and DomainNet datasets, we observe that the proposed strategy demonstrates notable superiority over partial layer fine-tuning baselines.\nSpecifically, fine-tuning only one layer of the CLIP model achieves comparable performance with tuning the entire model, since the CLIP model is sufficiently powerful to extract useful features and thus requires less training on task-specific data.\nThis also reveals that selective layer fine-tuning well meets the performance requirement within the resources of clients.', 'The following table compares the computational cost (in TFLOPs) and communication cost (in transmitted MBits) of the proposed method with the full model fine-tuning. The numbers in brackets represent the cost of the layer selection strategy.\nThe results show that the proposed method significantly reduces the computational cost and communication costs.\nBesides, the layer selection strategy takes as low as 3.4% of the computational cost.']"
78,A4.T3,Table 3: Summary of datasets.,[]
79,A4.T4,Table 4: Implementation details.,[]
80,S3.T1.1.1,"Table 1 :  Evaluating 400 MRIs of each approach using common metrics. Other than for MS-SSIM, lower scores are considered better with the best score being in bold and the second best underlined. For MS-SSIM, the score closest to one recorded on the real MRIs of the test set (i.e., 0.88) is considered the best.","['As examples of metrics commonly used for assessing images, we apply FID, MMD, and MS-SSIM to the real and generated MRIs. For each model, FID and MMD compare the distributions of real and synthetic MRIs in a lower dimensional feature space. To do so, we map all MRIs into this space via a pre-trained encoder. We then document the high impact of the encoder by recoding their scores with respect to three implementations of ResNet\xa0[8],i.e., ResNet50 (R50), another version of ResNet50 trained on 23 datasets (R50_23), and ResNet101 (R101) [5]. According to Table 1, the lowest FID and MMD scores for VAE-GAN and α𝛼\\alphaitalic_α-WGAN (the two models with the lowest quality MRIs based on visual inspection) are recorded with R101, followed by R50_23, and R50. Relative to the other methods, their scores for R50 were only better than MONAI-LDM. However, α𝛼\\alphaitalic_α-WGAN produces the second-best scores when the encoder is R50_23. Moreover, the two models produce the best (i.e., lowest) MMD among all the approaches when computed in the image space (Image MMD). Overall, we conclude from these results that even the worst quality images based on visually inspection can produce the best scores.']"
81,S3.T1.1.1.2.1.1.1,"Table 1 :  Evaluating 400 MRIs of each approach using common metrics. Other than for MS-SSIM, lower scores are considered better with the best score being in bold and the second best underlined. For MS-SSIM, the score closest to one recorded on the real MRIs of the test set (i.e., 0.88) is considered the best.","['As examples of metrics commonly used for assessing images, we apply FID, MMD, and MS-SSIM to the real and generated MRIs. For each model, FID and MMD compare the distributions of real and synthetic MRIs in a lower dimensional feature space. To do so, we map all MRIs into this space via a pre-trained encoder. We then document the high impact of the encoder by recoding their scores with respect to three implementations of ResNet\xa0[8],i.e., ResNet50 (R50), another version of ResNet50 trained on 23 datasets (R50_23), and ResNet101 (R101) [5]. According to Table 1, the lowest FID and MMD scores for VAE-GAN and α𝛼\\alphaitalic_α-WGAN (the two models with the lowest quality MRIs based on visual inspection) are recorded with R101, followed by R50_23, and R50. Relative to the other methods, their scores for R50 were only better than MONAI-LDM. However, α𝛼\\alphaitalic_α-WGAN produces the second-best scores when the encoder is R50_23. Moreover, the two models produce the best (i.e., lowest) MMD among all the approaches when computed in the image space (Image MMD). Overall, we conclude from these results that even the worst quality images based on visually inspection can produce the best scores.']"
82,S3.T1.1.1.2.1.2.1,"Table 1 :  Evaluating 400 MRIs of each approach using common metrics. Other than for MS-SSIM, lower scores are considered better with the best score being in bold and the second best underlined. For MS-SSIM, the score closest to one recorded on the real MRIs of the test set (i.e., 0.88) is considered the best.","['As examples of metrics commonly used for assessing images, we apply FID, MMD, and MS-SSIM to the real and generated MRIs. For each model, FID and MMD compare the distributions of real and synthetic MRIs in a lower dimensional feature space. To do so, we map all MRIs into this space via a pre-trained encoder. We then document the high impact of the encoder by recoding their scores with respect to three implementations of ResNet\xa0[8],i.e., ResNet50 (R50), another version of ResNet50 trained on 23 datasets (R50_23), and ResNet101 (R101) [5]. According to Table 1, the lowest FID and MMD scores for VAE-GAN and α𝛼\\alphaitalic_α-WGAN (the two models with the lowest quality MRIs based on visual inspection) are recorded with R101, followed by R50_23, and R50. Relative to the other methods, their scores for R50 were only better than MONAI-LDM. However, α𝛼\\alphaitalic_α-WGAN produces the second-best scores when the encoder is R50_23. Moreover, the two models produce the best (i.e., lowest) MMD among all the approaches when computed in the image space (Image MMD). Overall, we conclude from these results that even the worst quality images based on visually inspection can produce the best scores.']"
83,S3.T1.1.1.2.1.3.1,"Table 1 :  Evaluating 400 MRIs of each approach using common metrics. Other than for MS-SSIM, lower scores are considered better with the best score being in bold and the second best underlined. For MS-SSIM, the score closest to one recorded on the real MRIs of the test set (i.e., 0.88) is considered the best.","['As examples of metrics commonly used for assessing images, we apply FID, MMD, and MS-SSIM to the real and generated MRIs. For each model, FID and MMD compare the distributions of real and synthetic MRIs in a lower dimensional feature space. To do so, we map all MRIs into this space via a pre-trained encoder. We then document the high impact of the encoder by recoding their scores with respect to three implementations of ResNet\xa0[8],i.e., ResNet50 (R50), another version of ResNet50 trained on 23 datasets (R50_23), and ResNet101 (R101) [5]. According to Table 1, the lowest FID and MMD scores for VAE-GAN and α𝛼\\alphaitalic_α-WGAN (the two models with the lowest quality MRIs based on visual inspection) are recorded with R101, followed by R50_23, and R50. Relative to the other methods, their scores for R50 were only better than MONAI-LDM. However, α𝛼\\alphaitalic_α-WGAN produces the second-best scores when the encoder is R50_23. Moreover, the two models produce the best (i.e., lowest) MMD among all the approaches when computed in the image space (Image MMD). Overall, we conclude from these results that even the worst quality images based on visually inspection can produce the best scores.']"
84,S3.T1.1.1.2.1.4.1,"Table 1 :  Evaluating 400 MRIs of each approach using common metrics. Other than for MS-SSIM, lower scores are considered better with the best score being in bold and the second best underlined. For MS-SSIM, the score closest to one recorded on the real MRIs of the test set (i.e., 0.88) is considered the best.","['As examples of metrics commonly used for assessing images, we apply FID, MMD, and MS-SSIM to the real and generated MRIs. For each model, FID and MMD compare the distributions of real and synthetic MRIs in a lower dimensional feature space. To do so, we map all MRIs into this space via a pre-trained encoder. We then document the high impact of the encoder by recoding their scores with respect to three implementations of ResNet\xa0[8],i.e., ResNet50 (R50), another version of ResNet50 trained on 23 datasets (R50_23), and ResNet101 (R101) [5]. According to Table 1, the lowest FID and MMD scores for VAE-GAN and α𝛼\\alphaitalic_α-WGAN (the two models with the lowest quality MRIs based on visual inspection) are recorded with R101, followed by R50_23, and R50. Relative to the other methods, their scores for R50 were only better than MONAI-LDM. However, α𝛼\\alphaitalic_α-WGAN produces the second-best scores when the encoder is R50_23. Moreover, the two models produce the best (i.e., lowest) MMD among all the approaches when computed in the image space (Image MMD). Overall, we conclude from these results that even the worst quality images based on visually inspection can produce the best scores.']"
85,S3.T1.1.1.2.1.5.1,"Table 1 :  Evaluating 400 MRIs of each approach using common metrics. Other than for MS-SSIM, lower scores are considered better with the best score being in bold and the second best underlined. For MS-SSIM, the score closest to one recorded on the real MRIs of the test set (i.e., 0.88) is considered the best.","['As examples of metrics commonly used for assessing images, we apply FID, MMD, and MS-SSIM to the real and generated MRIs. For each model, FID and MMD compare the distributions of real and synthetic MRIs in a lower dimensional feature space. To do so, we map all MRIs into this space via a pre-trained encoder. We then document the high impact of the encoder by recoding their scores with respect to three implementations of ResNet\xa0[8],i.e., ResNet50 (R50), another version of ResNet50 trained on 23 datasets (R50_23), and ResNet101 (R101) [5]. According to Table 1, the lowest FID and MMD scores for VAE-GAN and α𝛼\\alphaitalic_α-WGAN (the two models with the lowest quality MRIs based on visual inspection) are recorded with R101, followed by R50_23, and R50. Relative to the other methods, their scores for R50 were only better than MONAI-LDM. However, α𝛼\\alphaitalic_α-WGAN produces the second-best scores when the encoder is R50_23. Moreover, the two models produce the best (i.e., lowest) MMD among all the approaches when computed in the image space (Image MMD). Overall, we conclude from these results that even the worst quality images based on visually inspection can produce the best scores.']"
86,S3.T1.1.1.2.1.6.1,"Table 1 :  Evaluating 400 MRIs of each approach using common metrics. Other than for MS-SSIM, lower scores are considered better with the best score being in bold and the second best underlined. For MS-SSIM, the score closest to one recorded on the real MRIs of the test set (i.e., 0.88) is considered the best.","['As examples of metrics commonly used for assessing images, we apply FID, MMD, and MS-SSIM to the real and generated MRIs. For each model, FID and MMD compare the distributions of real and synthetic MRIs in a lower dimensional feature space. To do so, we map all MRIs into this space via a pre-trained encoder. We then document the high impact of the encoder by recoding their scores with respect to three implementations of ResNet\xa0[8],i.e., ResNet50 (R50), another version of ResNet50 trained on 23 datasets (R50_23), and ResNet101 (R101) [5]. According to Table 1, the lowest FID and MMD scores for VAE-GAN and α𝛼\\alphaitalic_α-WGAN (the two models with the lowest quality MRIs based on visual inspection) are recorded with R101, followed by R50_23, and R50. Relative to the other methods, their scores for R50 were only better than MONAI-LDM. However, α𝛼\\alphaitalic_α-WGAN produces the second-best scores when the encoder is R50_23. Moreover, the two models produce the best (i.e., lowest) MMD among all the approaches when computed in the image space (Image MMD). Overall, we conclude from these results that even the worst quality images based on visually inspection can produce the best scores.']"
87,S3.T2.1.1,Table 2 :  Rate of MRIs passing QC check,"['These shortcomings are the motivation behind our framework for computing anatomical plausibility. The first step in computing that metric is to check that the segmentations extracted from the MRIs are reliable. For each method Table 2 lists the total number of ROI segmentations and corresponding MRIs that failed the check (i.e, QC score < 0.65, which is the case for 4.75% of real MRI). Interestingly, S\u2062y\u2062n\u2062t\u2062h\u2062s\u2062e\u2062g+𝑆𝑦𝑛𝑡ℎ𝑠𝑒superscript𝑔Synthseg^{+}italic_S italic_y italic_n italic_t italic_h italic_s italic_e italic_g start_POSTSUPERSCRIPT + end_POSTSUPERSCRIPT produces segmentations that look realistic even if the MRIs are of bad quality as in the case of VAE-GAN (see Fig. 1). However, the quality score generated by S\u2062y\u2062n\u2062t\u2062h\u2062s\u2062e\u2062g+𝑆𝑦𝑛𝑡ℎ𝑠𝑒superscript𝑔Synthseg^{+}italic_S italic_y italic_n italic_t italic_h italic_s italic_e italic_g start_POSTSUPERSCRIPT + end_POSTSUPERSCRIPT clearly points out that most of those segmentations should not be trusted as less than 1%percent\\%% pass quality control according to Table 2. Performing much better is α𝛼\\alphaitalic_α-WGAN (success rate 83.25%percent83.2583.25\\%83.25 %) but the quality of its gray matter segmentation often fails to meet the threshold according to the plot shown in Fig. 3. A slightly better success rate has MONAI-LDM with 86%percent8686\\%86 %. However, when an MRI produced by this method fails to meet the QC threshold, it is not for a specific region and often involves multiple ones. Only the three models with the best-looking MRIs pass the 95% threshold, which are HA-GAN and the diffusion models cDPM and MedSyn.The gray matter is the only region failing QC for few MRIs generated by cDPM and MedSyn, while HA-GAN is the only model, where all MRIs passed QC. Interestingly enough, the MRIs produced by HA-GAN are visually inferior to those of the two diffusion models so the QC failure rate should not be used as a final metric for assessing anatomical plausibility.']"
88,S3.T3.2.2,Table 3 :  Cohen’s d of Cortical and Subcortical ROIs with best score in bold  ,"['The anatomical plausibility of the MRIs produced by those three methods is summarized by the Cohen’s d score between the volume distributions of real and synthetic MRIs for each of the 16 subcortical regions and 33 cortical regions (Table 3). A value closer to 0 indicates higher overlap between the distributions and thus anatomical plausibility. Reflecting visual assessment, diffusion models generally produce MRIs of higher anatomical plausibility than HA-GAN, as cDPM has the best Cohen’s d score for 38 regions (i.e., 77.5%percent\\%% of regions), followed by MedSyn with 9 regions (18.4%percent\\%%), and HA-GAN with 2 regions (4.1%percent\\%%). Note, that one can also use the anatomical plausibility scores proposed here to exclude the MRIs for aiding the analyzes focusing on regions in which these MRIs receive poor scores (e.g., |d|𝑑|d|| italic_d |>0.8), such as recorded for 14 regions by HA-GAN.']"
89,S3.T3.2.3,Table 3 :  Cohen’s d of Cortical and Subcortical ROIs with best score in bold  ,"['The anatomical plausibility of the MRIs produced by those three methods is summarized by the Cohen’s d score between the volume distributions of real and synthetic MRIs for each of the 16 subcortical regions and 33 cortical regions (Table 3). A value closer to 0 indicates higher overlap between the distributions and thus anatomical plausibility. Reflecting visual assessment, diffusion models generally produce MRIs of higher anatomical plausibility than HA-GAN, as cDPM has the best Cohen’s d score for 38 regions (i.e., 77.5%percent\\%% of regions), followed by MedSyn with 9 regions (18.4%percent\\%%), and HA-GAN with 2 regions (4.1%percent\\%%). Note, that one can also use the anatomical plausibility scores proposed here to exclude the MRIs for aiding the analyzes focusing on regions in which these MRIs receive poor scores (e.g., |d|𝑑|d|| italic_d |>0.8), such as recorded for 14 regions by HA-GAN.']"
90,S3.T3.2.4,Table 3 :  Cohen’s d of Cortical and Subcortical ROIs with best score in bold  ,"['The anatomical plausibility of the MRIs produced by those three methods is summarized by the Cohen’s d score between the volume distributions of real and synthetic MRIs for each of the 16 subcortical regions and 33 cortical regions (Table 3). A value closer to 0 indicates higher overlap between the distributions and thus anatomical plausibility. Reflecting visual assessment, diffusion models generally produce MRIs of higher anatomical plausibility than HA-GAN, as cDPM has the best Cohen’s d score for 38 regions (i.e., 77.5%percent\\%% of regions), followed by MedSyn with 9 regions (18.4%percent\\%%), and HA-GAN with 2 regions (4.1%percent\\%%). Note, that one can also use the anatomical plausibility scores proposed here to exclude the MRIs for aiding the analyzes focusing on regions in which these MRIs receive poor scores (e.g., |d|𝑑|d|| italic_d |>0.8), such as recorded for 14 regions by HA-GAN.']"
91,S1.T1,TABLE I: List of abbreviations.,"['In this paper, we propose to use \\acGenAI to advance \\acIoEV technologies. \\AcGenAI techniques applied in \\acIoEV mirror the same advancements in \\acIoT where a large amount of data from various sources are analyzed and utilized to enhance efficiency, safety, and user experience. The integration of \\acGenAI within \\acIoEV not only enhances its specific applications but also contributes to the overarching goals of \\acIoT by enabling smarter, more autonomous, and connected systems. Moreover, \\acGenAI has the potential to address the challenges mentioned above and case studies for certain \\acIoEV tasks are available, e.g., charging demand forecasting [<cite class=""ltx_cite ltx_citemacro_citet""><a class=""ltx_ref"" href=""https://arxiv.org/html/2409.15750v1#bib.bib17"" title="""">17</a>, <a class=""ltx_ref"" href=""https://arxiv.org/html/2409.15750v1#bib.bib18"" title="""">18</a></cite>]\n17, 18] and data augmentation [<cite class=""ltx_cite ltx_citemacro_citet""><a class=""ltx_ref"" href=""https://arxiv.org/html/2409.15750v1#bib.bib19"" title="""">19</a>, <a class=""ltx_ref"" href=""https://arxiv.org/html/2409.15750v1#bib.bib20"" title="""">20</a></cite>]\n19, 20]. We aim to go beyond case studies and provide a comprehensive discussion of GenAI’s roles in the \\acIoEV ecosystem. Specifically, we structure the system into four layers as shown in Fig.\xa01. The bottom layer is the battery, which is a critical component of an \\acEV and brings many new constraints such as long charging time and battery degradation to \\acIoEV compared to traditional \\acIoV. Next to the battery layer is the \\acEV layer, where \\acEVs are considered individually for various aspects such as \\acEV charging behaviors and load, as well as an \\acEV routing problem. Then, we consider the existence of many \\acEVs that collectively share a few charging stations connected to the smart grid, which becomes the third layer. This layer 3 features the aggregated demand and aims to achieve the optimal charging scheduling of many \\acEVs. Finally, we provide an investigation of the security layer that is located vertically across layers 1 to 3. For reader’s convenience, we also present a list of common abbreviations for reference in Table\xa0I. In summary, we make the following main contributions in this paper.']"
92,S3.T1.25.25,Table 1 :  SISTINE instrument design summary.,"['Light that passes through the slit is incident upon the grating. The\nSISTINE grating is holographically ruled for a central density of\n3016.6 g/mmmillimeter\\mathrm{mm}roman_mm and blazed via ion etching. The blaze angle of\n10.9\u2062°10.9°10.9 \u2062 ° is optimized to maximize efficiency in the -1 order at a\nwavelength of 120 nmnanometer\\mathrm{nm}roman_nm. The grating is mounted with a 4.6±0.1plus-or-minus4.60.14.6\\pm 0.14.6 ± 0.1 °tilt such that zero order light is directed towards a\nlight trap and light from the -1 order is directed towards the fold\nmirror and reflected onto the detector. Details on the grating, fold,\nand detector are provided in Table 1. This design results\nin an average dispersion of 0.256 nmnanometer\\mathrm{nm}roman_nm/mmmillimeter\\mathrm{mm}roman_mm at the\ndetector. Because the detector is composed of two separate segments\nthere is a small unimaged gap in the center of the spectrum resulting\nin a bandpass of 98 – 127 and 130 – 158 nmnanometer\\mathrm{nm}roman_nm. The spectrograph\noptical system is ∼similar-to\\sim∼ f𝑓f\\!italic_f/29.4 and thus magnifies the point\nspread function (PSF) imaged from the telescope focal plane by a\nfactor of ∼similar-to\\sim∼ 2.1 on the detector. This results in a PSF FWHM size\nincident upon the detector of ∼similar-to\\sim∼ 40 µ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m (without factoring in\nspectrograph aberrations). The specified detector resolution element\n(40 µ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m FWHM) is matched to this PSF and results in a minimum\ndetectable PSF FWHM size of ∼similar-to\\sim∼ 63 µ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m when spectrograph\naberrations are factored in, resulting in a resolving power of\n∼similar-to\\sim∼ 7400 at 120 nmnanometer\\mathrm{nm}roman_nm. Predicted resolving power for a\n0.6\u2062″0.6″0.6 \u2062 ″ FWHM telescope PSF is shown in Figure\n2 for detector resolution element sizes of 40\nµ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m (specified) and 62 µ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m (empirical).']"
93,S4.T2.1.1,Table 2 :  Resolving power measured with a hollow cathode lamp,"['In the SISTINE design, the slit is oversized and does not drive\nspectral resolving power of the system. This is a feature meant to\nensure that all of the flux from the observed source is captured to\nmaximize sensitivity of the system. However, due to the performance of\nthe telescope, it was not possible to demonstrate the full capability\nof the spectrograph. For focusing and characterization, a pinhole\naperture was placed at the location of the slit to effectively\ndecrease the size of the source being fed into the spectrograph. This\naperture was 35 µ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m × 50 µ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m with the 35 µ\u2062mmicrometer\\mathrm{\\SIUnitSymbolMicro m}roman_µ roman_m\nportion aligned along the spectral axis. Factoring in the plate scale\nof the telescope, this source has an angular size of 1\u2062″1″1 \u2062 ″\n× 1.5\u2062″1.5″1.5 \u2062 ″. All spectrograph adjustments were made with\nthis aperture in place. Focus operations were possible with a\nwindowless hollow cathode source but there are a limited number of\nlines that are useful for characterizing limiting performance of the\nspectrograph itself. The N I 124.3 nmnm\\mathrm{n}\\mathrm{m}roman_nm line was used for a coarse\nfocus adjustment followed by a fine focus adjustment using a deuterium\nlamp and a similar method to the “shotgun” approach described in\nRef. 38 for FUSE. Figure 12\nshows a small subset of deuterium spectra near optimal focus. Focus\nwas optimized near 120 nmnm\\mathrm{n}\\mathrm{m}roman_nm as that was the optimized wavelength of\nthe SISTINE optical design. Several line groups in Figure\n12 were fit across various fold mirror positions to\ndetermine best focus. For final characterization of performance, a\nsource such as a PtNe hollow cathode lamp, similar to those used for\nwavelength calibration of HST-COS[39], would have\nallowed detailed characterization of resolving power over the full\nbandpass. At the time of spectrograph assembly and characterization\nfor SISTINE it was not possible to find a vendor willing to fabricate\na PtNe hollow cathode source with an MgF2 window. While deuterium\nspectra provided examples of how well the spectrograph could perform,\nit is difficult to extract a clear characterization due to the density\nof lines versus the resolving power of the system. Ultimately it was\npossible to demonstrate that the spectrograph had significant\nperformance margin and would be limited by the telescope\nPSF. Characterization of resolving power was accomplished by switching\nthe light source to a hollow cathode lamp fed by air. Results for both\nthe spectrograph with a specialized calibration aperture and for the\nfull nominal system are summarized in Table 2. With the\nspectrograph test aperture removed the typical resolving power\nobserved in the “long tank” near 120 nmnm\\mathrm{n}\\mathrm{m}roman_nm was R ∼1500similar-toabsent1500\\sim 1500∼ 1500.']"
94,S5.T3.1.1,Table 3 :  Summary of SISTINE launches,"['SISTINE was launched three times with details summarized in Table\n3. The first launch of SISTINE was unable to acquire\ndata due to an experiment misalignment with the payload attitude\ncontrol system during flight. The ultimate cause of this misalignment\nwas found to be loosening of the primary mirror during vehicle\nascent. Minor modifications were made to the mount to better hold the\nmirror in place during vibration, these modifications are summarized\nin Section 4.3. The second flight of SISTINE successfully\nacquired data on target and these results are discussed in detail in\nRef. 34. During the second flight of SISTINE, it\nwas found that the telescope thermally defocused during the flight and\ncaused the PSF to be larger than the slit width, limiting the spectral\nresolving power of the instrument. Modifications to resolve this issue\nare also discussed in Section 4.3. Target data was\nacquired during the third flight of SISTINE and optical system\nperformance during that flight was consistent with characterization\nexpectations from the laboratory. These results are discussed in\ndetail in Ref. 35 and in Behr et al. 2024 (in\npreparation) but also summarized in this work.']"
